date,temperature,humidity,luminosity
2022-11-10 15:42:06.681,22.6,35.7,551
2022-11-10 15:42:05.682,22.6,35.7,566
2022-11-10 15:42:04.408,22.6,35.7,551
2022-11-10 15:42:03.404,22.6,35.7,558
2022-11-10 15:42:02.130,22.6,35.7,551
2022-11-10 15:42:01.128,22.6,35.7,566
2022-11-10 15:41:59.854,22.6,35.7,558
2022-11-10 15:41:58.850,22.6,35.7,551
2022-11-10 15:41:57.575,22.6,35.7,573
2022-11-10 15:41:56.577,22.6,35.7,573
2022-11-10 15:41:55.298,22.6,35.7,566
2022-11-10 15:41:54.299,22.6,35.7,581
2022-11-10 15:41:53.021,22.6,35.7,566
2022-11-10 15:41:52.022,22.6,35.7,566
2022-11-10 15:41:50.748,22.6,35.7,573
2022-11-10 15:41:49.744,22.6,35.7,573
2022-11-10 15:41:48.470,22.6,35.7,558
2022-11-10 15:41:47.467,22.6,35.7,566
2022-11-10 15:41:46.194,22.6,35.6,566
2022-11-10 15:41:45.189,22.6,35.6,566
2022-11-10 15:41:43.917,22.6,35.6,566
2022-11-10 15:41:42.917,22.6,35.6,566
2022-11-10 15:41:41.639,22.6,35.6,558
2022-11-10 15:41:40.639,22.6,35.6,566
2022-11-10 15:41:39.361,22.6,35.6,573
2022-11-10 15:41:38.361,22.6,35.6,566
2022-11-10 15:41:37.084,22.6,35.6,558
2022-11-10 15:41:36.085,22.6,35.6,558
2022-11-10 15:41:34.810,22.6,35.7,558
2022-11-10 15:41:33.807,22.6,35.7,558
2022-11-10 15:41:32.534,22.6,35.7,558
2022-11-10 15:41:31.530,22.6,35.7,558
2022-11-10 15:41:30.257,22.6,35.7,558
2022-11-10 15:41:29.253,22.6,35.7,566
2022-11-10 15:41:27.978,22.6,35.7,566
2022-11-10 15:41:26.979,22.6,35.7,566
2022-11-10 15:41:25.701,22.6,35.7,566
2022-11-10 15:41:24.703,22.6,35.7,566
2022-11-10 15:41:23.425,22.6,35.8,558
2022-11-10 15:41:22.424,22.6,35.8,544
2022-11-10 15:41:21.150,22.6,35.8,558
2022-11-10 15:41:20.148,22.6,35.8,551
2022-11-10 15:41:18.874,22.6,35.8,566
2022-11-10 15:41:17.870,22.6,35.8,558
2022-11-10 15:41:16.595,22.6,35.8,558
2022-11-10 15:41:15.592,22.6,35.8,551
2022-11-10 15:41:14.319,22.6,35.8,566
2022-11-10 15:41:13.320,22.6,35.8,558
2022-11-10 15:41:12.041,22.6,35.7,573
2022-11-10 15:41:11.042,22.6,35.7,566
2022-11-10 15:41:09.765,22.6,35.7,558
2022-11-10 15:41:08.764,22.6,35.7,573
2022-11-10 15:41:07.486,22.6,35.7,573
2022-11-10 15:41:06.488,22.6,35.7,573
2022-11-10 15:41:05.213,22.6,35.7,558
2022-11-10 15:41:04.210,22.6,35.7,566
2022-11-10 15:41:02.937,22.6,35.7,566
2022-11-10 15:41:01.932,22.6,35.7,566
2022-11-10 15:41:00.658,22.6,35.6,573
2022-11-10 15:40:59.656,22.6,35.6,566
2022-11-10 15:40:58.382,22.6,35.6,566
2022-11-10 15:40:57.382,22.6,35.6,558
2022-11-10 15:40:56.104,22.6,35.6,566
2022-11-10 15:40:55.105,22.6,35.6,558
2022-11-10 15:40:53.826,22.6,35.5,558
2022-11-10 15:40:52.828,22.6,35.5,566
2022-11-10 15:40:51.553,22.6,35.5,566
2022-11-10 15:40:50.550,22.6,35.5,566
2022-11-10 15:40:49.277,22.6,35.5,573
2022-11-10 15:40:48.273,22.6,35.5,566
2022-11-10 15:40:46.998,22.6,35.5,573
2022-11-10 15:40:45.996,22.6,35.5,558
2022-11-10 15:40:44.722,22.6,35.5,573
2022-11-10 15:40:43.722,22.6,35.5,558
2022-11-10 15:40:42.444,22.6,35.5,573
2022-11-10 15:40:41.444,22.6,35.5,566
2022-11-10 15:40:40.167,22.6,35.5,566
2022-11-10 15:40:39.168,22.6,35.5,566
2022-11-10 15:40:37.889,22.6,35.5,566
2022-11-10 15:40:36.890,22.6,35.5,558
2022-11-10 15:40:35.615,22.6,35.5,566
2022-11-10 15:40:34.612,22.6,35.5,566
2022-11-10 15:40:33.338,22.6,35.5,566
2022-11-10 15:40:32.336,22.6,35.5,558
2022-11-10 15:40:31.062,22.6,35.5,566
2022-11-10 15:40:30.058,22.6,35.5,544
2022-11-10 15:40:28.785,22.6,35.5,531
2022-11-10 15:40:27.784,22.6,35.5,544
2022-11-10 15:40:26.506,22.6,35.5,537
2022-11-10 15:40:25.507,22.6,35.5,544
2022-11-10 15:40:24.230,22.6,35.5,537
2022-11-10 15:40:23.230,22.6,35.5,537
2022-11-10 15:40:21.952,22.6,35.5,537
2022-11-10 15:40:20.953,22.6,35.5,544
2022-11-10 15:40:19.679,22.6,35.5,544
2022-11-10 15:40:18.674,22.6,35.5,537
2022-11-10 15:40:17.402,22.6,35.5,537
2022-11-10 15:40:16.397,22.6,35.5,544
